-8.952060688448332195e+271 0.000000000000000000e+00
1.000000000000000000e+00 2.833333333333030168e+01
1.000000000000000000e+00 2.400000000000090949e+01
1.000000000000000000e+00 2.466666666666696983e+01
1.000000000000000000e+00 2.500000000000000000e+01
1.000000000000000000e+00 2.099999999999226930e+01
1.000000000000000000e+00 2.766666666666424135e+01
1.000000000000000000e+00 1.966666666666014862e+01
1.000000000000000000e+00 2.233333333332438997e+01
1.000000000000000000e+00 1.699999999999590727e+01
1.000000000000000000e+00 2.299999999999045031e+01
1.000000000000000000e+00 2.599999999999909051e+01
1.000000000000000000e+00 2.799999999999727152e+01
1.000000000000000000e+00 3.033333333332848269e+01
1.000000000000000000e+00 2.799999999999727152e+01
2.000000000000000000e+00 1.999999999998181011e+00
2.000000000000000000e+00 -1.333333333332120674e+00
2.000000000000000000e+00 6.999999999993633537e+00
2.000000000000000000e+00 6.666666666660603369e+00
2.000000000000000000e+00 1.333333333332120674e+00
2.000000000000000000e+00 3.333333333330301684e+00
2.000000000000000000e+00 4.666666666662422358e+00
2.000000000000000000e+00 4.999999999995452526e+00
2.000000000000000000e+00 3.666666666663331853e+00
2.000000000000000000e+00 4.999999999995452526e+00
2.000000000000000000e+00 5.999999999994543032e+00
2.000000000000000000e+00 3.999999999996362021e+00
2.000000000000000000e+00 3.999999999996362021e+00
2.000000000000000000e+00 4.666666666662422358e+00
2.000000000000000000e+00 3.666666666663331853e+00
3.000000000000000000e+00 6.666666666546916531e-01
3.000000000000000000e+00 3.666666666663331853e+00
3.000000000000000000e+00 2.666666666664241347e+00
3.000000000000000000e+00 3.333333333216614847e-01
3.000000000000000000e+00 1.333333333320751990e+00
3.000000000000000000e+00 -3.333333333443988522e-01
3.000000000000000000e+00 6.666666666546916531e-01
3.000000000000000000e+00 -3.333333333443988522e-01
3.000000000000000000e+00 2.333333333331211179e+00
3.000000000000000000e+00 1.333333333320751990e+00
3.000000000000000000e+00 9.999999999877218215e-01
3.000000000000000000e+00 6.666666666546916531e-01
3.000000000000000000e+00 6.666666666546916531e-01
3.000000000000000000e+00 3.333333333216614847e-01
3.000000000000000000e+00 9.999999999877218215e-01
4.000000000000000000e+00 -3.666666666674700537e+00
4.000000000000000000e+00 -3.333333333443988522e-01
4.000000000000000000e+00 -1.333333333343489358e+00
4.000000000000000000e+00 -3.000000000008640200e+00
4.000000000000000000e+00 -1.333333333343489358e+00
4.000000000000000000e+00 -1.333333333343489358e+00
4.000000000000000000e+00 -2.000000000009549694e+00
4.000000000000000000e+00 -2.333333333342579863e+00
4.000000000000000000e+00 3.333333333216614847e-01
4.000000000000000000e+00 -6.666666666774290206e-01
4.000000000000000000e+00 -2.333333333342579863e+00
4.000000000000000000e+00 -2.000000000009549694e+00
4.000000000000000000e+00 -4.000000000007730705e+00
4.000000000000000000e+00 9.999999999877218215e-01
4.000000000000000000e+00 -3.333333333443988522e-01
5.000000000000000000e+00 -2.000000000009549694e+00
5.000000000000000000e+00 -4.333333333352129557e+00
5.000000000000000000e+00 -5.333333333351220062e+00
5.000000000000000000e+00 -5.333333333351220062e+00
5.000000000000000000e+00 -2.666666666675610031e+00
5.000000000000000000e+00 -3.666666666674700537e+00
5.000000000000000000e+00 -4.666666666685159726e+00
5.000000000000000000e+00 -4.333333333352129557e+00
5.000000000000000000e+00 -4.333333333352129557e+00
5.000000000000000000e+00 -5.000000000018189894e+00
5.000000000000000000e+00 -5.000000000018189894e+00
5.000000000000000000e+00 -5.333333333351220062e+00
5.000000000000000000e+00 -1.333333333343489358e+00
5.000000000000000000e+00 -2.333333333342579863e+00
5.000000000000000000e+00 -4.666666666685159726e+00
6.000000000000000000e+00 -9.000000000014551915e+00
6.000000000000000000e+00 -5.333333333351220062e+00
6.000000000000000000e+00 -9.000000000014551915e+00
6.000000000000000000e+00 -7.000000000016370905e+00
6.000000000000000000e+00 -7.666666666682431241e+00
6.000000000000000000e+00 -8.666666666681521747e+00
6.000000000000000000e+00 -1.066666666667970276e+01
6.000000000000000000e+00 -7.333333333349401073e+00
6.000000000000000000e+00 -6.666666666683340736e+00
6.000000000000000000e+00 -7.333333333349401073e+00
6.000000000000000000e+00 -6.333333333350310568e+00
6.000000000000000000e+00 -6.000000000017280399e+00
6.000000000000000000e+00 -7.000000000016370905e+00
6.000000000000000000e+00 -8.000000000015461410e+00
6.000000000000000000e+00 -5.666666666684250231e+00
7.000000000000000000e+00 -9.000000000014551915e+00
7.000000000000000000e+00 -9.000000000014551915e+00
7.000000000000000000e+00 -6.333333333350310568e+00
7.000000000000000000e+00 -8.333333333348491578e+00
7.000000000000000000e+00 -1.233333333334485360e+01
7.000000000000000000e+00 -1.066666666667970276e+01
7.000000000000000000e+00 -9.666666666680612252e+00
7.000000000000000000e+00 -9.333333333347582084e+00
7.000000000000000000e+00 -7.333333333349401073e+00
7.000000000000000000e+00 -9.666666666680612252e+00
7.000000000000000000e+00 -8.952060688448332195e+271
